FID,FID_philly,OBJECTID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,Shape_Leng,Shape_Area,test_area,bg_area,FID_wards_,ward_str,new_area,ratio
964,570,571,42,101,034000,3,1500000US421010340003,421010340003,3,BG,199770.000000000000000,0.000000000000000,7663.636899070000254,2162923.614649999886751,2162923.614649999886751,2162923.614649999886751,53,56,2525.335422369999833,0.001167556452420
965,570,571,42,101,034000,3,1500000US421010340003,421010340003,3,BG,199770.000000000000000,0.000000000000000,7663.636899070000254,2162923.614649999886751,2162923.614649999886751,2162923.614649999886751,61,63,2160398.279229999985546,0.998832443549000
966,571,572,42,101,026500,6,1500000US421010265006,421010265006,6,BG,103428.000000000000000,0.000000000000000,4193.948351039999579,1112523.464679999975488,1112523.464679999975488,1112523.464679999975488,1,10,1112136.048780000070110,0.999651768334000
967,571,572,42,101,026500,6,1500000US421010265006,421010265006,6,BG,103428.000000000000000,0.000000000000000,4193.948351039999579,1112523.464679999975488,1112523.464679999975488,1112523.464679999975488,56,59,387.415899669999988,0.000348231666090
968,572,573,42,101,025400,2,1500000US421010254002,421010254002,2,BG,177227.000000000000000,0.000000000000000,6270.207533290000356,1922407.078639999963343,1922407.078639999963343,1922407.078639999963343,14,22,1922407.078650000039488,1.000000000010000
969,573,574,42,101,030502,3,1500000US421010305023,421010305023,3,BG,120695.000000000000000,0.000000000000000,7064.926131109999915,1265133.149220000021160,1265133.149220000021160,1265133.149220000021160,28,35,1141937.367510000010952,0.902622279887000
970,574,575,42,101,007400,1,1500000US421010074001,421010074001,1,BG,72900.000000000000000,0.000000000000000,4145.671304829999826,749577.424928999971598,749577.424928999971598,749577.424928999971598,19,27,749577.424955999944359,1.000000000040000
971,575,576,42,101,020700,1,1500000US421010207001,421010207001,1,BG,490863.000000000000000,0.000000000000000,10151.223426000000472,5378962.171230000443757,5378962.171230000443757,5378962.171230000443757,13,21,49323.824136399998679,0.009169765944850
972,575,576,42,101,020700,1,1500000US421010207001,421010207001,1,BG,490863.000000000000000,0.000000000000000,10151.223426000000472,5378962.171230000443757,5378962.171230000443757,5378962.171230000443757,31,38,5329638.347059999592602,0.990830234049000
973,576,577,42,101,000902,2,1500000US421010009022,421010009022,2,BG,72188.000000000000000,0.000000000000000,3523.157119309999871,777852.366878999979235,777852.366878999979235,777852.366878999979235,46,5,777852.366890999954194,1.000000000020000
974,577,578,42,101,020400,3,1500000US421010204003,421010204003,3,BG,135146.000000000000000,0.000000000000000,5821.471311649999734,1452027.134420000016689,1452027.134420000016689,1452027.134420000016689,4,13,1154792.793019999982789,0.795296978717000
975,577,578,42,101,020400,3,1500000US421010204003,421010204003,3,BG,135146.000000000000000,0.000000000000000,5821.471311649999734,1452027.134420000016689,1452027.134420000016689,1452027.134420000016689,45,49,297234.341375000018161,0.204703021265000
976,578,579,42,101,027500,3,1500000US421010275003,421010275003,3,BG,142848.000000000000000,0.000000000000000,4971.216629560000001,1528519.872380000073463,1528519.872380000073463,1528519.872380000073463,38,42,1328.963785559999906,0.000869444885588
977,578,579,42,101,027500,3,1500000US421010275003,421010275003,3,BG,142848.000000000000000,0.000000000000000,4971.216629560000001,1528519.872380000073463,1528519.872380000073463,1528519.872380000073463,45,49,32046.351071799999772,0.020965609705700
978,578,579,42,101,027500,3,1500000US421010275003,421010275003,3,BG,142848.000000000000000,0.000000000000000,4971.216629560000001,1528519.872380000073463,1528519.872380000073463,1528519.872380000073463,59,61,1495144.557550000026822,0.978164945427000
979,579,580,42,101,980900,1,1500000US421019809001,421019809001,1,BG,17334418.000000000000000,3358114.000000000000000,99997.362633800003096,223216161.210999995470047,223216161.210999995470047,223216161.210999995470047,18,26,47242192.078500002622604,0.211643242237000
980,579,580,42,101,980900,1,1500000US421019809001,421019809001,1,BG,17334418.000000000000000,3358114.000000000000000,99997.362633800003096,223216161.210999995470047,223216161.210999995470047,223216161.210999995470047,19,27,1545071.101199999917299,0.006921860374350
981,579,580,42,101,980900,1,1500000US421019809001,421019809001,1,BG,17334418.000000000000000,3358114.000000000000000,99997.362633800003096,223216161.210999995470047,223216161.210999995470047,223216161.210999995470047,29,36,3834995.972620000131428,0.017180637601800
982,579,580,42,101,980900,1,1500000US421019809001,421019809001,1,BG,17334418.000000000000000,3358114.000000000000000,99997.362633800003096,223216161.210999995470047,223216161.210999995470047,223216161.210999995470047,35,40A,123726093.898000001907349,0.554288243408000
983,579,580,42,101,980900,1,1500000US421019809001,421019809001,1,BG,17334418.000000000000000,3358114.000000000000000,99997.362633800003096,223216161.210999995470047,223216161.210999995470047,223216161.210999995470047,36,40B,22860588.635999999940395,0.102414576579000
984,579,580,42,101,980900,1,1500000US421019809001,421019809001,1,BG,17334418.000000000000000,3358114.000000000000000,99997.362633800003096,223216161.210999995470047,223216161.210999995470047,223216161.210999995470047,44,48,18797387.813599999994040,0.084211589840200
985,579,580,42,101,980900,1,1500000US421019809001,421019809001,1,BG,17334418.000000000000000,3358114.000000000000000,99997.362633800003096,223216161.210999995470047,223216161.210999995470047,223216161.210999995470047,48,51,3315018.184189999941736,0.014851156682400
986,580,581,42,101,016901,3,1500000US421010169013,421010169013,3,BG,227038.000000000000000,0.000000000000000,7382.309917069999756,2441963.082609999924898,2441963.082609999924898,2441963.082609999924898,20,28,2439720.119690000079572,0.999081491880000
987,580,581,42,101,016901,3,1500000US421010169013,421010169013,3,BG,227038.000000000000000,0.000000000000000,7382.309917069999756,2441963.082609999924898,2441963.082609999924898,2441963.082609999924898,25,32,2242.962915099999918,0.000918508117945
988,581,582,42,101,025200,1,1500000US421010252001,421010252001,1,BG,139742.000000000000000,0.000000000000000,6217.853001540000150,1538635.614629999967292,1538635.614629999967292,1538635.614629999967292,56,59,1538635.614629999967292,1.000000000000000
989,582,583,42,101,036203,3,1500000US421010362033,421010362033,3,BG,782971.000000000000000,54976.000000000000000,14518.823018299999603,9250937.829110000282526,9250937.829110000282526,9250937.829110000282526,63,65,2032.284525069999972,0.000219684162040
990,582,583,42,101,036203,3,1500000US421010362033,421010362033,3,BG,782971.000000000000000,54976.000000000000000,14518.823018299999603,9250937.829110000282526,9250937.829110000282526,9250937.829110000282526,64,66A,8919888.372109999880195,0.964214497696000
991,583,584,42,101,034900,3,1500000US421010349003,421010349003,3,BG,232876.000000000000000,0.000000000000000,7692.144511520000378,2482876.836680000182241,2482876.836680000182241,2482876.836680000182241,63,65,2482876.836709999945015,1.000000000010000
992,584,585,42,101,001600,2,1500000US421010016002,421010016002,2,BG,88816.000000000000000,0.000000000000000,3903.181673359999877,951749.134637000039220,951749.134637000039220,951749.134637000039220,11,2,951749.134643999976106,1.000000000010000
993,585,586,42,101,031200,2,1500000US421010312002,421010312002,2,BG,189185.000000000000000,0.000000000000000,6704.846745079999891,2060853.554229999892414,2060853.554229999892414,2060853.554229999892414,50,53,36.983358410100003,0.000017945650885
994,585,586,42,101,031200,2,1500000US421010312002,421010312002,2,BG,189185.000000000000000,0.000000000000000,6704.846745079999891,2060853.554229999892414,2060853.554229999892414,2060853.554229999892414,51,54,2053190.293710000114515,0.996281511365000
995,585,586,42,101,031200,2,1500000US421010312002,421010312002,2,BG,189185.000000000000000,0.000000000000000,6704.846745079999891,2060853.554229999892414,2060853.554229999892414,2060853.554229999892414,60,62,7626.277157810000062,0.003700542982380
996,586,587,42,101,039000,5,1500000US421010390005,421010390005,5,BG,80354.000000000000000,0.000000000000000,4520.590212889999748,866020.194240999990143,866020.194240999990143,866020.194240999990143,28,35,866020.194225999992341,0.999999999983000
997,587,588,42,101,027200,3,1500000US421010272003,421010272003,3,BG,315711.000000000000000,0.000000000000000,8424.778477539999585,3406855.163879999890924,3406855.163879999890924,3406855.163879999890924,59,61,3406855.163879999890924,1.000000000000000
998,588,589,42,101,033600,2,1500000US421010336002,421010336002,2,BG,241200.000000000000000,0.000000000000000,6521.507042979999824,2604817.204870000015944,2604817.204870000015944,2604817.204870000015944,53,56,2604817.204909999854863,1.000000000020000
999,589,590,42,101,025900,4,1500000US421010259004,421010259004,4,BG,87435.000000000000000,0.000000000000000,4612.303987940000297,937591.904902999987826,937591.904902999987826,937591.904902999987826,47,50,937591.904893000028096,0.999999999989000
1000,590,591,42,101,031401,1,1500000US421010314011,421010314011,1,BG,118763.000000000000000,0.000000000000000,4634.290514500000427,1279534.732310000108555,1279534.732310000108555,1279534.732310000108555,51,54,1275180.125960000092164,0.996596726732000
1001,590,591,42,101,031401,1,1500000US421010314011,421010314011,1,BG,118763.000000000000000,0.000000000000000,4634.290514500000427,1279534.732310000108555,1279534.732310000108555,1279534.732310000108555,53,56,4354.606346710000253,0.003403273265470
1002,591,592,42,101,021000,4,1500000US421010210004,421010210004,4,BG,299297.000000000000000,55716.000000000000000,9697.867991799999800,3801204.470319999847561,3801204.470319999847561,3801204.470319999847561,13,21,3670313.525359999854118,0.965565928910000
1003,592,593,42,101,026500,4,1500000US421010265004,421010265004,4,BG,74434.000000000000000,0.000000000000000,4039.278338590000203,781659.742225000052713,781659.742225000052713,781659.742225000052713,1,10,781659.742229999974370,1.000000000010000
1004,593,594,42,101,008602,3,1500000US421010086023,421010086023,3,BG,80464.000000000000000,0.000000000000000,4207.150028879999809,864960.184894999954849,864960.184894999954849,864960.184894999954849,42,46,529.675976637999952,0.000612370356333
1005,593,594,42,101,008602,3,1500000US421010086023,421010086023,3,BG,80464.000000000000000,0.000000000000000,4207.150028879999809,864960.184894999954849,864960.184894999954849,864960.184894999954849,58,60,864430.508931000018492,0.999387629658000
1006,594,595,42,101,000300,2,1500000US421010003002,421010003002,2,BG,223394.000000000000000,22680.000000000000000,7196.386839709999549,2655116.562979999929667,2655116.562979999929667,2655116.562979999929667,16,24,12705.487871600000290,0.004785284400980
1007,594,595,42,101,000300,2,1500000US421010003002,421010003002,2,BG,223394.000000000000000,22680.000000000000000,7196.386839709999549,2655116.562979999929667,2655116.562979999929667,2655116.562979999929667,67,8,2642411.075120000168681,0.995214715603000
1008,595,596,42,101,027300,5,1500000US421010273005,421010273005,5,BG,61024.000000000000000,0.000000000000000,3489.357858800000031,660597.180082999984734,660597.180082999984734,660597.180082999984734,59,61,660597.180066999979317,0.999999999976000
1009,596,597,42,101,008802,1,1500000US421010088021,421010088021,1,BG,70351.000000000000000,0.000000000000000,4090.721496260000094,776325.290640000021085,776325.290640000021085,776325.290640000021085,19,27,776325.290644999942742,1.000000000010000
1010,597,598,42,101,033701,2,1500000US421010337012,421010337012,2,BG,231206.000000000000000,0.000000000000000,7687.977863050000451,2515868.577440000139177,2515868.577440000139177,2515868.577440000139177,53,56,2515868.577440000139177,1.000000000000000
1011,598,599,42,101,007400,2,1500000US421010074002,421010074002,2,BG,210497.000000000000000,0.000000000000000,6903.407630480000080,2287537.044579999987036,2287537.044579999987036,2287537.044579999987036,19,27,2285910.003560000099242,0.999288736756000
1012,598,599,42,101,007400,2,1500000US421010074002,421010074002,2,BG,210497.000000000000000,0.000000000000000,6903.407630480000080,2287537.044579999987036,2287537.044579999987036,2287537.044579999987036,48,51,1627.040995860000066,0.000711263233841
1013,599,600,42,101,008200,2,1500000US421010082002,421010082002,2,BG,67338.000000000000000,0.000000000000000,3540.377176540000164,724361.168590000015683,724361.168590000015683,724361.168590000015683,22,3,723333.975194000056945,0.998581931997000
1014,599,600,42,101,008200,2,1500000US421010082002,421010082002,2,BG,67338.000000000000000,0.000000000000000,3540.377176540000164,724361.168590000015683,724361.168590000015683,724361.168590000015683,42,46,1027.193385419999913,0.001418067988680
1015,600,601,42,101,018400,1,1500000US421010184001,421010184001,1,BG,372532.000000000000000,3412.000000000000000,7715.016390890000366,4045956.141710000112653,4045956.141710000112653,4045956.141710000112653,41,45,4045956.141700000036508,0.999999999998000
1016,601,602,42,101,020400,4,1500000US421010204004,421010204004,4,BG,75571.000000000000000,0.000000000000000,3472.527042090000123,770293.570364000042900,770293.570364000042900,770293.570364000042900,4,13,770293.570369999972172,1.000000000010000
1017,602,603,42,101,012204,2,1500000US421010122042,421010122042,2,BG,641970.000000000000000,56473.000000000000000,14857.451213199999984,7480533.670509999617934,7480533.670509999617934,7480533.670509999617934,49,52,7480533.670470000244677,0.999999999995000
1018,603,604,42,101,028300,1,1500000US421010283001,421010283001,1,BG,69892.000000000000000,0.000000000000000,3593.462150750000092,754853.437126999953762,754853.437126999953762,754853.437126999953762,45,49,754853.437142999959178,1.000000000020000
1019,604,605,42,101,031402,3,1500000US421010314023,421010314023,3,BG,231608.000000000000000,0.000000000000000,7007.709492410000166,2499699.556710000149906,2499699.556710000149906,2499699.556710000149906,51,54,2498932.478689999785274,0.999693131913000
1020,604,605,42,101,031402,3,1500000US421010314023,421010314023,3,BG,231608.000000000000000,0.000000000000000,7007.709492410000166,2499699.556710000149906,2499699.556710000149906,2499699.556710000149906,53,56,767.078039400999955,0.000306868094344
1021,605,606,42,101,018002,1,1500000US421010180021,421010180021,1,BG,111954.000000000000000,0.000000000000000,4567.498813289999816,1204349.808470000047237,1204349.808470000047237,1204349.808470000047237,17,25,1204349.808470000047237,1.000000000000000
1022,606,607,42,101,020700,4,1500000US421010207004,421010207004,4,BG,572593.000000000000000,97228.000000000000000,13870.754820899999686,7230007.025890000164509,7230007.025890000164509,7230007.025890000164509,13,21,1814.603208380000069,0.000250982219226
1023,606,607,42,101,020700,4,1500000US421010207004,421010207004,4,BG,572593.000000000000000,97228.000000000000000,13870.754820899999686,7230007.025890000164509,7230007.025890000164509,7230007.025890000164509,31,38,7063441.576620000414550,0.976961924287000
1024,606,607,42,101,020700,4,1500000US421010207004,421010207004,4,BG,572593.000000000000000,97228.000000000000000,13870.754820899999686,7230007.025890000164509,7230007.025890000164509,7230007.025890000164509,49,52,164158.001993000012590,0.022705095777200
1025,607,608,42,101,026000,1,1500000US421010260001,421010260001,1,BG,302123.000000000000000,0.000000000000000,7846.820365560000027,3210669.209410000126809,3210669.209410000126809,3210669.209410000126809,47,50,3207924.551450000144541,0.999145144585000
1026,608,609,42,101,017100,4,1500000US421010171004,421010171004,4,BG,616994.000000000000000,0.000000000000000,11913.082884299999932,6681647.275910000316799,6681647.275910000316799,6681647.275910000316799,20,28,18719.606297599999380,0.002801645391410
1027,608,609,42,101,017100,4,1500000US421010171004,421010171004,4,BG,616994.000000000000000,0.000000000000000,11913.082884299999932,6681647.275910000316799,6681647.275910000316799,6681647.275910000316799,31,38,6662927.669610000215471,0.997198354608000
1028,609,610,42,101,020200,2,1500000US421010202002,421010202002,2,BG,85920.000000000000000,0.000000000000000,4480.537653069999578,989635.686002000002190,989635.686002000002190,989635.686002000002190,2,11,989635.685983999981545,0.999999999982000
1029,610,611,42,101,030900,3,1500000US421010309003,421010309003,3,BG,370883.000000000000000,0.000000000000000,11250.197799899999154,3977963.003000000026077,3977963.003000000026077,3977963.003000000026077,28,35,6412.165133860000424,0.001611921762220
1030,610,611,42,101,030900,3,1500000US421010309003,421010309003,3,BG,370883.000000000000000,0.000000000000000,11250.197799899999154,3977963.003000000026077,3977963.003000000026077,3977963.003000000026077,50,53,3971550.837869999930263,0.998388078239000
1031,611,612,42,101,020800,2,1500000US421010208002,421010208002,2,BG,512635.000000000000000,0.000000000000000,12076.900647500000559,5424052.565019999630749,5424052.565019999630749,5424052.565019999630749,13,21,5369784.872709999792278,0.989994991446000
1032,611,612,42,101,020800,2,1500000US421010208002,421010208002,2,BG,512635.000000000000000,0.000000000000000,12076.900647500000559,5424052.565019999630749,5424052.565019999630749,5424052.565019999630749,31,38,54267.692344199997024,0.010005008560200
1033,612,613,42,101,035800,3,1500000US421010358003,421010358003,3,BG,384324.000000000000000,0.000000000000000,8278.217468439999720,4066194.460630000103265,4066194.460630000103265,4066194.460630000103265,55,58,4066194.460620000027120,0.999999999998000
1034,613,614,42,101,003702,3,1500000US421010037023,421010037023,3,BG,62234.000000000000000,0.000000000000000,3852.853483140000208,670110.409609999973327,670110.409609999973327,670110.409609999973327,18,26,2939.580199540000194,0.004386710245630
1035,613,614,42,101,003702,3,1500000US421010037023,421010037023,3,BG,62234.000000000000000,0.000000000000000,3852.853483140000208,670110.409609999973327,670110.409609999973327,670110.409609999973327,44,48,667170.829403999960050,0.995613289745000
1036,614,615,42,101,028800,2,1500000US421010288002,421010288002,2,BG,88542.000000000000000,0.000000000000000,4550.897614319999775,960701.568735999986529,960701.568735999986529,960701.568735999986529,38,42,960701.568725000019185,0.999999999989000
1037,615,616,42,101,010200,1,1500000US421010102001,421010102001,1,BG,55566.000000000000000,0.000000000000000,3123.778235539999969,598807.634675999986939,598807.634675999986939,598807.634675999986939,34,4,598807.634676999994554,1.000000000000000
1038,616,617,42,101,001202,4,1500000US421010012024,421010012024,4,BG,75092.000000000000000,0.000000000000000,4144.539316309999776,845267.565318000037223,845267.565318000037223,845267.565318000037223,23,30,342004.940692999982275,0.404611456450000
1039,616,617,42,101,001202,4,1500000US421010012024,421010012024,4,BG,75092.000000000000000,0.000000000000000,4144.539316309999776,845267.565318000037223,845267.565318000037223,845267.565318000037223,67,8,503262.624601999996230,0.595388543523000
1040,617,618,42,101,980600,1,1500000US421019806001,421019806001,1,BG,1286762.000000000000000,0.000000000000000,20406.709948700001405,13582449.001700000837445,13582449.001700000837445,13582449.001700000837445,18,26,2644305.004139999859035,0.194685435875000
1041,617,618,42,101,980600,1,1500000US421019806001,421019806001,1,BG,1286762.000000000000000,0.000000000000000,20406.709948700001405,13582449.001700000837445,13582449.001700000837445,13582449.001700000837445,32,39A,10936201.411900000646710,0.805171542373000
1042,617,618,42,101,980600,1,1500000US421019806001,421019806001,1,BG,1286762.000000000000000,0.000000000000000,20406.709948700001405,13582449.001700000837445,13582449.001700000837445,13582449.001700000837445,33,39B,1942.585580500000106,0.000143021746686
1043,618,619,42,101,000700,1,1500000US421010007001,421010007001,1,BG,40106.000000000000000,0.000000000000000,2657.629972360000011,431145.213332000013907,431145.213332000013907,431145.213332000013907,67,8,431145.213326000026427,0.999999999986000
1044,619,620,42,101,006000,1,1500000US421010060001,421010060001,1,BG,515412.000000000000000,0.000000000000000,12308.052100400000199,5514852.926789999939501,5514852.926789999939501,5514852.926789999939501,35,40A,5514852.926810000091791,1.000000000000000
1045,620,621,42,101,019800,6,1500000US421010198006,421010198006,6,BG,95334.000000000000000,0.000000000000000,4801.434571050000159,996730.139730999944732,996730.139730999944732,996730.139730999944732,39,43,996505.598626999999397,0.999774722269000
1046,620,621,42,101,019800,6,1500000US421010198006,421010198006,6,BG,95334.000000000000000,0.000000000000000,4801.434571050000159,996730.139730999944732,996730.139730999944732,996730.139730999944732,66,7,224.541117108000009,0.000225277743852
1047,621,622,42,101,031900,1,1500000US421010319001,421010319001,1,BG,118866.000000000000000,0.000000000000000,5335.510458269999617,1261002.592459999956191,1261002.592459999956191,1261002.592459999956191,52,55,737206.409109000000171,0.584619265271000
1048,621,622,42,101,031900,1,1500000US421010319001,421010319001,1,BG,118866.000000000000000,0.000000000000000,5335.510458269999617,1261002.592459999956191,1261002.592459999956191,1261002.592459999956191,60,62,523796.183350000006612,0.415380734728000
1049,622,623,42,101,003001,3,1500000US421010030013,421010030013,3,BG,48136.000000000000000,0.000000000000000,2956.678592430000208,519217.128001999983098,519217.128001999983098,519217.128001999983098,29,36,257311.440525000012713,0.495575794110000
1050,622,623,42,101,003001,3,1500000US421010030013,421010030013,3,BG,48136.000000000000000,0.000000000000000,2956.678592430000208,519217.128001999983098,519217.128001999983098,519217.128001999983098,44,48,261905.687463000009302,0.504424205863000
1051,623,624,42,101,000902,1,1500000US421010009021,421010009021,1,BG,82978.000000000000000,0.000000000000000,3877.406959169999936,876984.375002000015229,876984.375002000015229,876984.375002000015229,46,5,876984.374992000055499,0.999999999989000
1052,624,625,42,101,001001,2,1500000US421010010012,421010010012,2,BG,107016.000000000000000,0.000000000000000,4395.625905650000277,1160779.633240000111982,1160779.633240000111982,1160779.633240000111982,11,2,3351.976243319999867,0.002887693880330
1053,624,625,42,101,001001,2,1500000US421010010012,421010010012,2,BG,107016.000000000000000,0.000000000000000,4395.625905650000277,1160779.633240000111982,1160779.633240000111982,1160779.633240000111982,46,5,1157427.657020000042394,0.997112306140000
1054,625,626,42,101,036700,1,1500000US421010367001,421010367001,1,BG,592934.000000000000000,0.000000000000000,11557.875423999999839,6480373.529029999859631,6480373.529029999859631,6480373.529029999859631,46,5,6480373.529000000096858,0.999999999995000
1055,626,627,42,101,033000,4,1500000US421010330004,421010330004,4,BG,253907.000000000000000,0.000000000000000,8509.798263329999827,2735827.419720000121742,2735827.419720000121742,2735827.419720000121742,37,41,1170.485163079999893,0.000427835891490
1056,626,627,42,101,033000,4,1500000US421010330004,421010330004,4,BG,253907.000000000000000,0.000000000000000,8509.798263329999827,2735827.419720000121742,2735827.419720000121742,2735827.419720000121742,63,65,2734656.934549999888986,0.999572164106000
1057,627,628,42,101,031501,3,1500000US421010315013,421010315013,3,BG,93440.000000000000000,0.000000000000000,4217.834524349999811,1004640.188770000007935,1004640.188770000007935,1004640.188770000007935,52,55,1004640.188779999967664,1.000000000010000
1058,628,629,42,101,980400,1,1500000US421019804001,421019804001,1,BG,2954730.000000000000000,11766.000000000000000,32399.431480100000044,31580621.881499998271465,31580621.881499998271465,31580621.881499998271465,35,40A,31495486.771600000560284,0.997304197801000
1059,629,630,42,101,014400,2,1500000US421010144002,421010144002,2,BG,386470.000000000000000,0.000000000000000,8633.296376520000194,4163080.325410000048578,4163080.325410000048578,4163080.325410000048578,9,18,4144047.740809999871999,0.995428244686000
1060,629,630,42,101,014400,2,1500000US421010144002,421010144002,2,BG,386470.000000000000000,0.000000000000000,8633.296376520000194,4163080.325410000048578,4163080.325410000048578,4163080.325410000048578,46,5,19032.584625100000267,0.004571755319960
1061,630,631,42,101,980800,1,1500000US421019808001,421019808001,1,BG,2106118.000000000000000,43822.000000000000000,38814.217227100001764,23261815.605500001460314,23261815.605500001460314,23261815.605500001460314,22,3,589.710968750000006,0.000025351029290
1062,630,631,42,101,980800,1,1500000US421019808001,421019808001,1,BG,2106118.000000000000000,43822.000000000000000,38814.217227100001764,23261815.605500001460314,23261815.605500001460314,23261815.605500001460314,27,34,22982452.481600001454353,0.987990484980000
1063,631,632,42,101,004002,4,1500000US421010040024,421010040024,4,BG,91368.000000000000000,0.000000000000000,3956.601622350000071,973919.939369000028819,973919.939369000028819,973919.939369000028819,18,26,33727.541341700001794,0.034630712421300
1064,631,632,42,101,004002,4,1500000US421010040024,421010040024,4,BG,91368.000000000000000,0.000000000000000,3956.601622350000071,973919.939369000028819,973919.939369000028819,973919.939369000028819,33,39B,940192.398036999977194,0.965369287589000
1065,632,633,42,101,034400,1,1500000US421010344001,421010344001,1,BG,562868.000000000000000,0.000000000000000,11019.264011900000696,6287952.951089999638498,6287952.951089999638498,6287952.951089999638498,53,56,10956.200338099999499,0.001742411309900
1066,632,633,42,101,034400,1,1500000US421010344001,421010344001,1,BG,562868.000000000000000,0.000000000000000,11019.264011900000696,6287952.951089999638498,6287952.951089999638498,6287952.951089999638498,55,58,5972.831466239999827,0.000949884885065
1067,632,633,42,101,034400,1,1500000US421010344001,421010344001,1,BG,562868.000000000000000,0.000000000000000,11019.264011900000696,6287952.951089999638498,6287952.951089999638498,6287952.951089999638498,61,63,6271023.919270000420511,0.997307703803000
1068,633,634,42,101,003600,1,1500000US421010036001,421010036001,1,BG,271664.000000000000000,0.000000000000000,7328.597394540000096,2924170.314689999911934,2924170.314689999911934,2924170.314689999911934,44,48,2924170.314670000225306,0.999999999993000
1069,634,635,42,101,001201,1,1500000US421010012011,421010012011,1,BG,121441.000000000000000,30728.000000000000000,5351.754289489999792,1688419.732659999979660,1688419.732659999979660,1688419.732659999979660,19,27,82469.661968000000343,0.048844289351000
1070,634,635,42,101,001201,1,1500000US421010012011,421010012011,1,BG,121441.000000000000000,30728.000000000000000,5351.754289489999792,1688419.732659999979660,1688419.732659999979660,1688419.732659999979660,23,30,493276.090469999995548,0.292152526370000
1071,634,635,42,101,001201,1,1500000US421010012011,421010012011,1,BG,121441.000000000000000,30728.000000000000000,5351.754289489999792,1688419.732659999979660,1688419.732659999979660,1688419.732659999979660,67,8,1112673.980230000102893,0.659003184283000
1072,635,636,42,101,021000,2,1500000US421010210002,421010210002,2,BG,108349.000000000000000,0.000000000000000,4364.637069080000401,1129986.509199999971315,1129986.509199999971315,1129986.509199999971315,13,21,1129986.509189999895170,0.999999999991000
1073,636,637,42,101,033400,1,1500000US421010334001,421010334001,1,BG,212084.000000000000000,0.000000000000000,5900.008602029999565,2264117.761539999861270,2264117.761539999861270,2264117.761539999861270,53,56,2136485.609069999773055,0.943628306514000
1074,636,637,42,101,033400,1,1500000US421010334001,421010334001,1,BG,212084.000000000000000,0.000000000000000,5900.008602029999565,2264117.761539999861270,2264117.761539999861270,2264117.761539999861270,62,64,127632.152457000003778,0.056371693480400
1075,637,638,42,101,005500,3,1500000US421010055003,421010055003,3,BG,517917.000000000000000,1109.000000000000000,12459.693384800000786,5860750.075740000233054,5860750.075740000233054,5860750.075740000233054,35,40A,5840449.707770000211895,0.996536216746000
1076,638,639,42,101,034100,3,1500000US421010341003,421010341003,3,BG,253384.000000000000000,0.000000000000000,7199.341824559999623,2736495.770639999769628,2736495.770639999769628,2736495.770639999769628,61,63,2736495.770630000159144,0.999999999996000
1077,639,640,42,101,021300,5,1500000US421010213005,421010213005,5,BG,113698.000000000000000,0.000000000000000,5461.423659770000086,1222061.645289999898523,1222061.645289999898523,1222061.645289999898523,13,21,1222061.645280000055209,0.999999999992000
1078,640,641,42,101,027402,1,1500000US421010274021,421010274021,1,BG,77719.000000000000000,0.000000000000000,4096.107978179999918,832543.896349000046030,832543.896349000046030,832543.896349000046030,59,61,832543.896345000015572,0.999999999995000
1079,641,642,42,101,005500,1,1500000US421010055001,421010055001,1,BG,465183.000000000000000,10901.000000000000000,15310.400499199999103,5174977.353799999691546,5174977.353799999691546,5174977.353799999691546,35,40A,5099554.381660000421107,0.985425448851000
1080,642,643,42,101,021200,1,1500000US421010212001,421010212001,1,BG,355689.000000000000000,0.000000000000000,8024.661006700000144,3793181.870349999982864,3793181.870349999982864,3793181.870349999982864,13,21,3793181.870349999982864,1.000000000000000
1081,643,644,42,101,016702,3,1500000US421010167023,421010167023,3,BG,154772.000000000000000,0.000000000000000,6111.132099770000423,1729958.471519999904558,1729958.471519999904558,1729958.471519999904558,7,16,1724629.450480000115931,0.996919567072000
1082,643,644,42,101,016702,3,1500000US421010167023,421010167023,3,BG,154772.000000000000000,0.000000000000000,6111.132099770000423,1729958.471519999904558,1729958.471519999904558,1729958.471519999904558,30,37,5329.021048249999694,0.003080432932920
1083,644,645,42,101,038400,2,1500000US421010384002,421010384002,2,BG,648276.000000000000000,0.000000000000000,11456.976071799999772,7032210.114839999936521,7032210.114839999936521,7032210.114839999936521,13,21,7032210.114830000326037,0.999999999999000
1084,645,646,42,101,030600,6,1500000US421010306006,421010306006,6,BG,177125.000000000000000,0.000000000000000,6572.223475140000119,1858218.418640000047162,1858218.418640000047162,1858218.418640000047162,28,35,1757898.823790000053123,0.946013023096000
1085,646,647,42,101,004101,4,1500000US421010041014,421010041014,4,BG,110757.000000000000000,0.000000000000000,4453.434238290000394,1192067.756830000085756,1192067.756830000085756,1192067.756830000085756,32,39A,1078.220300039999984,0.000904495817341
1086,646,647,42,101,004101,4,1500000US421010041014,421010041014,4,BG,110757.000000000000000,0.000000000000000,4453.434238290000394,1192067.756830000085756,1192067.756830000085756,1192067.756830000085756,33,39B,1190989.536540000000969,0.999095504191000
1087,647,648,42,101,022000,1,1500000US421010220001,421010220001,1,BG,2944130.000000000000000,99558.000000000000000,25564.137709099999483,32952143.976700000464916,32952143.976700000464916,32952143.976700000464916,13,21,32917533.632599998265505,0.998949678536000
